DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
04/16/2014,4:37,BROOKLYN,11206,40.7015733,-73.9312919,"(40.7015733, -73.9312919)",CENTRAL AVENUE,GEORGE STREET,,0,1,0,0,0,0,0,1,Unspecified,,,,,321253,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/14/2014,4:07,,,40.6655218,-73.7446568,"(40.6655218, -73.7446568)",,,,2,1,0,0,0,0,2,1,Alcohol Involvement,Unspecified,,,,3018328,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
04/10/2014,23:27,MANHATTAN,10028,40.7752455,-73.9476221,"(40.7752455, -73.9476221)",YORK AVENUE,EAST 85 STREET,,0,1,0,1,0,0,0,0,Passenger Distraction,Unspecified,,,,318613,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/09/2014,7:44,,,,,,BROADWAY,HALSEY STREET,,0,1,0,0,0,1,0,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,,,317712,PASSENGER VEHICLE,PASSENGER VEHICLE,BICYCLE,,
04/08/2014,4:47,BROOKLYN,11236,40.6417288,-73.9076365,"(40.6417288, -73.9076365)",REMSEN AVENUE,GLENWOOD ROAD,,1,1,0,0,0,0,1,1,Alcohol Involvement,Traffic Control Disregarded,Unspecified,Unspecified,,317135,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
04/05/2014,18:33,STATEN ISLAND,10305,40.6060442,-74.0633482,"(40.6060442, -74.0633482)",SCHOOL ROAD,DENNIS TORRICELLI SR STREET,,0,1,0,0,0,0,0,1,Lost Consciousness,Unspecified,Unspecified,,,315896,MOTORCYCLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
04/04/2014,5:45,BROOKLYN,11203,40.642134,-73.9293532,"(40.642134, -73.9293532)",UTICA AVENUE,AVENUE D,,0,1,0,1,0,0,0,0,Passenger Distraction,,,,,315154,VAN,,,,
04/04/2014,22:35,QUEENS,11105,40.7792798,-73.9008742,"(40.7792798, -73.9008742)",19 AVENUE,37 STREET,,1,4,0,0,0,0,1,4,Driver Inexperience,,,,,316814,PASSENGER VEHICLE,,,,
04/03/2014,15:36,BRONX,10473,40.8229893,-73.8678032,"(40.8229893, -73.8678032)",SOUND VIEW AVENUE,STORY AVENUE,,1,1,1,1,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,314564,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
04/02/2014,8:17,BROOKLYN,11226,40.6513697,-73.9559072,"(40.6513697, -73.9559072)",BEDFORD AVENUE,MARTENSE STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,332051,UNKNOWN,,,,
04/02/2014,6:00,,,40.6655218,-73.7446568,"(40.6655218, -73.7446568)",,,,0,1,0,0,0,0,0,1,Unspecified,,,,,3018297,PASSENGER VEHICLE,,,,
03/28/2014,23:02,,,40.7634913,-73.8607772,"(40.7634913, -73.8607772)",,,,0,1,0,1,0,0,0,0,Unspecified,Unspecified,,,,3107452,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
03/27/2014,2:50,MANHATTAN,10035,40.8057361,-73.9406446,"(40.8057361, -73.9406446)",EAST 125 STREET,MADISON AVENUE,,0,1,0,0,0,0,0,1,Other Vehicular,,,,,311626,PASSENGER VEHICLE,,,,
03/27/2014,6:27,,,,,,COOPER SQUARE,ASTOR PLACE,,0,1,0,1,0,0,0,0,Unspecified,,,,,311556,PASSENGER VEHICLE,,,,
03/25/2014,9:17,QUEENS,11354,40.7677542,-73.8319235,"(40.7677542, -73.8319235)",32 AVENUE,LINDEN PLACE,,0,1,0,1,0,0,0,0,Unspecified,,,,,310952,VAN,,,,
03/24/2014,15:00,BRONX,10463,40.8837907,-73.9116002,"(40.8837907, -73.9116002)",NETHERLAND AVENUE,WEST 232 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,310260,PASSENGER VEHICLE,,,,
03/23/2014,8:05,BROOKLYN,11233,40.6746537,-73.9091555,"(40.6746537, -73.9091555)",EASTERN PARKWAY,DEAN STREET,,2,1,0,0,0,0,2,1,Alcohol Involvement,,,,,309855,PASSENGER VEHICLE,,,,
03/21/2014,14:39,,,,,,3 AVENUE,EAST 188 STREET,,2,1,2,0,0,0,0,1,Unspecified,Unspecified,,,,308903,UNKNOWN,PASSENGER VEHICLE,,,
03/21/2014,7:59,BROOKLYN,11229,40.5950296,-73.9547346,"(40.5950296, -73.9547346)",GRAVESEND NECK ROAD,EAST 16 STREET,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,308929,SPORT UTILITY / STATION WAGON,,,,
03/19/2014,0:19,,,,,,,,,2,1,0,0,0,0,2,1,Fell Asleep,Unspecified,,,,3046368,TAXI,LIVERY VEHICLE,,,
03/18/2014,14:20,BROOKLYN,11229,40.5992503,-73.9526071,"(40.5992503, -73.9526071)",EAST 19 STREET,AVENUE U,,0,1,0,1,0,0,0,0,Backing Unsafely,,,,,305568,SPORT UTILITY / STATION WAGON,,,,
03/16/2014,20:33,BROOKLYN,11225,40.6639058,-73.9509752,"(40.6639058, -73.9509752)",EMPIRE BOULEVARD,NOSTRAND AVENUE,,0,1,0,1,0,0,0,0,Backing Unsafely,,,,,305927,PASSENGER VEHICLE,,,,
03/15/2014,17:45,MANHATTAN,10011,40.7416425,-73.9974342,"(40.7416425, -73.9974342)",7 AVENUE,WEST 19 STREET,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,304443,PASSENGER VEHICLE,,,,
03/09/2014,15:42,BROOKLYN,11222,40.7337398,-73.9548424,"(40.7337398, -73.9548424)",MANHATTAN AVENUE,GREEN STREET,,2,1,0,0,0,0,2,1,Traffic Control Disregarded,Unspecified,,,,201027,MOTORCYCLE,PASSENGER VEHICLE,,,
03/07/2014,22:15,QUEENS,11101,40.7509782,-73.9347418,"(40.7509782, -73.9347418)",NORTHERN BOULEVARD,40 ROAD,,0,1,0,1,0,0,0,0,Unspecified,,,,,279367,UNKNOWN,,,,
03/06/2014,22:46,QUEENS,11385,40.6985896,-73.8948489,"(40.6985896, -73.8948489)",60 LANE,75 AVENUE,,0,1,0,1,0,0,0,0,Backing Unsafely,,,,,219322,VAN,,,,
03/05/2014,17:00,QUEENS,11418,40.6966162,-73.8162064,"(40.6966162, -73.8162064)",133 STREET,ATLANTIC AVENUE,,2,1,0,0,0,0,2,1,Turning Improperly,Unspecified,,,,208670,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
03/04/2014,9:59,BROOKLYN,11207,40.668818,-73.8989404,"(40.668818, -73.8989404)",SUTTER AVENUE,WILLIAMS AVENUE,,0,1,0,0,0,0,0,1,Unspecified,,,,,170654,SPORT UTILITY / STATION WAGON,,,,
03/01/2014,1:27,,,,,,UNION AVENUE,MEEKER AVENUE,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,200979,BUS,,,,
02/23/2014,9:09,BROOKLYN,11213,40.6667263,-73.9424445,"(40.6667263, -73.9424445)",KINGSTON AVENUE,CARROLL STREET,,2,1,0,1,0,0,2,0,Failure to Yield Right-of-Way,,,,,155720,LARGE COM VEH(6 OR MORE TIRES),,,,
02/23/2014,2:10,,,40.6977532,-73.8139159,"(40.6977532, -73.8139159)",,,,0,1,0,1,0,0,0,0,Unspecified,,,,,3000166,VAN,,,,
02/20/2014,6:32,,,,,,JAMAICA AVENUE,131 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,208573,PASSENGER VEHICLE,,,,
02/18/2014,0:59,,,40.7382624,-73.7989383,"(40.7382624, -73.7989383)",,,,0,2,0,0,0,0,0,2,Unspecified,,,,,3056972,PASSENGER VEHICLE,,,,
02/13/2014,10:42,BROOKLYN,11220,40.6337945,-74.0113274,"(40.6337945, -74.0113274)",8 AVENUE,63 STREET,,0,1,0,1,0,0,0,0,Backing Unsafely,,,,,144530,OTHER,,,,
02/12/2014,17:14,,,,,,,,,0,1,0,0,0,0,0,1,Unspecified,,,,,2865169,LARGE COM VEH(6 OR MORE TIRES),,,,
02/11/2014,14:30,BROOKLYN,11206,40.7116424,-73.9439099,"(40.7116424, -73.9439099)",GRAHAM AVENUE,GRAND STREET,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,197907,LARGE COM VEH(6 OR MORE TIRES),,,,
02/09/2014,15:29,BRONX,10472,40.8310849,-73.8690808,"(40.8310849, -73.8690808)",WESTCHESTER AVENUE,ROSEDALE AVENUE,,0,1,0,0,0,0,0,1,Unspecified,,,,,84971,PASSENGER VEHICLE,,,,
02/07/2014,15:20,BROOKLYN,11207,40.6757902,-73.9026791,"(40.6757902, -73.9026791)",ATLANTIC AVENUE,WILLIAMS PLACE,,0,1,0,1,0,0,0,0,Passenger Distraction,,,,,170366,LARGE COM VEH(6 OR MORE TIRES),,,,
02/03/2014,11:54,BROOKLYN,11235,40.578274,-73.9582594,"(40.578274, -73.9582594)",OCEANA TERRACE,BRIGHTON BEACH AVENUE,,0,1,0,1,0,0,0,0,Backing Unsafely,,,,,116103,LARGE COM VEH(6 OR MORE TIRES),,,,
02/03/2014,17:55,QUEENS,11372,40.7468122,-73.891752,"(40.7468122, -73.891752)",BROADWAY,ROOSEVELT AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,259105,BUS,,,,
02/02/2014,6:13,BROOKLYN,11225,40.6691965,-73.9621101,"(40.6691965, -73.9621101)",WASHINGTON AVENUE,CLASSON AVENUE,,0,1,0,0,0,1,0,0,Unspecified,Unspecified,,,,155595,PASSENGER VEHICLE,BICYCLE,,,
01/31/2014,13:40,BROOKLYN,11236,40.6502446,-73.9027344,"(40.6502446, -73.9027344)",FOSTER AVENUE,EAST 101 STREET,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,147265,VAN,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
01/31/2014,23:25,,,40.7688772,-73.9489716,"(40.7688772, -73.9489716)",,,,2,1,0,0,0,0,2,1,Driver Inattention/Distraction,Unspecified,,,,2849381,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
01/26/2014,18:30,STATEN ISLAND,10305,40.5968498,-74.062054,"(40.5968498, -74.062054)",LILY POND AVENUE,GUILFORD STREET,,0,1,0,1,0,0,0,0,Alcohol Involvement,Other Vehicular,,,,300827,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/25/2014,20:30,BRONX,10458,40.8642161,-73.8957945,"(40.8642161, -73.8957945)",GRAND CONCOURSE,EAST 192 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,113193,SPORT UTILITY / STATION WAGON,,,,
01/20/2014,18:21,,,,,,,,,4,1,0,0,0,0,4,1,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,2919319,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
01/19/2014,1:25,MANHATTAN,10027,40.8077723,-73.9454833,"(40.8077723, -73.9454833)",WEST 125 STREET,LENOX AVENUE,,0,1,0,0,0,1,0,0,Lost Consciousness,Unspecified,,,,64859,BUS,BICYCLE,,,
01/19/2014,4:44,MANHATTAN,10025,40.794651,-73.9717827,"(40.794651, -73.9717827)",WEST 96 STREET,BROADWAY,,0,1,0,1,0,0,0,0,Unspecified,Unspecified,,,,59471,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/18/2014,10:30,,,,,,69 PLACE,GRAND AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,218825,SPORT UTILITY / STATION WAGON,,,,
01/18/2014,6:51,,,40.74091,-73.7266443,"(40.74091, -73.7266443)",,,,0,1,0,1,0,0,0,0,Unspecified,,,,,3018123,UNKNOWN,,,,
01/17/2014,15:56,MANHATTAN,10018,40.7541768,-73.9845951,"(40.7541768, -73.9845951)",6 AVENUE,WEST 41 STREET,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,Unspecified,,,,31559,SPORT UTILITY / STATION WAGON,BUS,,,
01/12/2014,14:56,BROOKLYN,11216,40.6789568,-73.954126,"(40.6789568, -73.954126)",ATLANTIC AVENUE,BEDFORD PLACE,,2,1,0,0,0,0,2,1,Unspecified,Unspecified,,,,182331,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
01/11/2014,16:50,BROOKLYN,11206,40.7030534,-73.9424961,"(40.7030534, -73.9424961)",VARET STREET,GRAHAM AVENUE,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,197672,SPORT UTILITY / STATION WAGON,,,,
01/11/2014,17:33,BRONX,10460,40.8396755,-73.871207,"(40.8396755, -73.871207)",EAST TREMONT AVENUE,VAN NEST AVENUE,,0,1,0,1,0,0,0,0,Alcohol Involvement,Unspecified,,,,106479,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/10/2014,19:16,STATEN ISLAND,10306,40.5758147,-74.1197852,"(40.5758147, -74.1197852)",RICHMOND ROAD,NEW DORP LANE,,2,1,0,0,0,0,2,1,Unspecified,Unspecified,,,,300664,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
01/10/2014,20:13,MANHATTAN,10025,40.794651,-73.9717827,"(40.794651, -73.9717827)",BROADWAY,WEST 96 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,59450,BUS,,,,
01/10/2014,20:48,MANHATTAN,10025,40.7959275,-73.9727176,"(40.7959275, -73.9727176)",WEST 97 STREET,WEST END AVENUE,,1,1,1,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,59451,TAXI,,,,
01/06/2014,18:01,BROOKLYN,11208,40.6816856,-73.8715626,"(40.6816856, -73.8715626)",ATLANTIC AVENUE,CRESCENT STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,169949,SPORT UTILITY / STATION WAGON,,,,
01/05/2014,21:09,QUEENS,11432,40.7123691,-73.7939033,"(40.7123691, -73.7939033)",169 STREET,HIGHLAND AVENUE,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,237980,SPORT UTILITY / STATION WAGON,,,,
01/02/2014,17:30,BRONX,10460,40.8533472,-73.881667,"(40.8533472, -73.881667)",SOUTHERN BOULEVARD,EAST 187 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,102383,SPORT UTILITY / STATION WAGON,,,,
01/02/2014,4:47,,,40.7644363,-73.7226787,"(40.7644363, -73.7226787)",,,,0,1,0,0,0,0,0,1,Outside Car Distraction,Pavement Slippery,,,,3080541,PICK-UP TRUCK,VAN,,,
01/02/2014,6:49,BROOKLYN,11220,40.6339615,-74.0147538,"(40.6339615, -74.0147538)",65 STREET,7 AVENUE,,0,1,0,1,0,0,0,0,Unspecified,Unspecified,,,,144219,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
01/01/2014,2:04,,,40.7385394,-73.8105031,"(40.7385394, -73.8105031)",,,,3,1,0,0,0,0,3,1,Traffic Control Disregarded,,,,,3034573,SPORT UTILITY / STATION WAGON,,,,
01/01/2014,5:07,STATEN ISLAND,10301,40.6420312,-74.0951457,"(40.6420312, -74.0951457)",LAFAYETTE AVENUE,CASSIDY PLACE,,0,1,0,0,0,0,0,1,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,290126,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
12/31/2013,14:42,QUEENS,11358,40.7672226,-73.7936144,"(40.7672226, -73.7936144)",172 STREET,33 AVENUE,,1,1,0,0,0,0,1,1,Traffic Control Disregarded,Physical Disability,Unspecified,,,253861,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
12/30/2013,7:46,BROOKLYN,11236,40.6405845,-73.9189307,"(40.6405845, -73.9189307)",FOSTER AVENUE,EAST 80 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,147128,SPORT UTILITY / STATION WAGON,,,,
12/29/2013,17:29,BROOKLYN,11222,40.7246381,-73.9481706,"(40.7246381, -73.9481706)",MCGUINNESS BOULEVARD,NASSAU AVENUE,,0,1,0,1,0,0,0,0,Unspecified,Unspecified,,,,200726,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),,,
12/28/2013,4:46,,,40.5846437,-73.9601534,"(40.5846437, -73.9601534)",,,,1,1,0,1,0,0,1,0,Passenger Distraction,,,,,2940915,PASSENGER VEHICLE,,,,
12/27/2013,17:40,STATEN ISLAND,10306,40.5647067,-74.1272083,"(40.5647067, -74.1272083)",GUYON AVENUE,NORTH RAILROAD AVENUE,,1,1,0,1,0,0,1,0,Unspecified,,,,,300548,SPORT UTILITY / STATION WAGON,,,,
12/25/2013,4:29,,,,,,ASTORIA BOULEVARD,31 AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,283986,LIVERY VEHICLE,,,,
12/23/2013,19:47,BROOKLYN,11203,40.6417152,-73.9361062,"(40.6417152, -73.9361062)",AVENUE D,EAST 43 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,140118,UNKNOWN,,,,
12/22/2013,1:54,,,,,,,,,0,1,0,1,0,0,0,0,Passenger Distraction,,,,,2897716,SPORT UTILITY / STATION WAGON,,,,
12/21/2013,16:30,QUEENS,11377,40.7418634,-73.9075049,"(40.7418634, -73.9075049)",QUEENS BOULEVARD,58 STREET,,0,2,0,1,0,0,0,1,Failure to Yield Right-of-Way,,,,,244624,MOTORCYCLE,,,,
12/21/2013,16:07,BRONX,10461,40.8541998,-73.8544097,"(40.8541998, -73.8544097)",WILLIAMSBRIDGE ROAD,NEILL AVENUE,,1,1,0,0,0,0,1,1,Traffic Control Disregarded,Unspecified,,,,106348,MOTORCYCLE,PASSENGER VEHICLE,,,
12/21/2013,17:16,MANHATTAN,10022,40.7576386,-73.9634098,"(40.7576386, -73.9634098)",EAST 56 STREET,1 AVENUE,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,37022,VAN,,,,
12/21/2013,21:23,,,,,,EASTERN PARKWAY,SAINT MARKS AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,162985,UNKNOWN,,,,
12/20/2013,17:51,MANHATTAN,10032,40.8315678,-73.9429813,"(40.8315678, -73.9429813)",AMSTERDAM AVENUE,WEST 155 STREET,,0,1,0,1,0,0,0,0,Unspecified,Unspecified,,,,69771,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
12/20/2013,7:57,QUEENS,11377,40.7539022,-73.9012151,"(40.7539022, -73.9012151)",NORTHERN BOULEVARD,61 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,278497,OTHER,,,,
12/14/2013,2:42,BROOKLYN,11208,40.6813529,-73.8811681,"(40.6813529, -73.8811681)",HIGHLAND PLACE,ARLINGTON AVENUE,,0,1,0,0,0,0,0,1,Unspecified,Unspecified,,,,169686,UNKNOWN,SPORT UTILITY / STATION WAGON,,,
12/14/2013,5:05,STATEN ISLAND,10304,40.5952985,-74.1103789,"(40.5952985, -74.1103789)",TODT HILL ROAD,CIRCLE ROAD,,2,1,0,0,0,0,2,1,Traffic Control Disregarded,Unspecified,,,,300410,PASSENGER VEHICLE,OTHER,,,
12/12/2013,11:25,QUEENS,11373,40.74837,-73.8769234,"(40.74837, -73.8769234)",ROOSEVELT AVENUE,CASE STREET,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,258731,PASSENGER VEHICLE,,,,
12/10/2013,1:58,,,,,,QUEENS PLAZA SOUTH,CRESCENT STREET,,0,1,0,0,0,0,0,1,Unspecified,,,,,244457,PASSENGER VEHICLE,,,,
12/09/2013,19:24,,,,,,WEBSTER AVENUE,CLAY AVENUE,,0,1,0,1,0,0,0,0,Driver Inattention/Distraction,,,,,88062,VAN,,,,
12/09/2013,18:17,,,,,,BOOTH MEMORIAL AVENUE,141 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,253495,PASSENGER VEHICLE,,,,
12/07/2013,3:15,QUEENS,11421,40.6936625,-73.8521639,"(40.6936625, -73.8521639)",WOODHAVEN BOULEVARD,JAMAICA AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,207918,UNKNOWN,,,,
12/06/2013,18:43,,,,,,COOP CITY BOULEVARD,DREISER LOOP,,0,1,0,1,0,0,0,0,Unspecified,,,,,91531,BUS,,,,
12/04/2013,1:54,,,,,,GULF AVENUE,FOREST AVENUE,,0,1,0,0,0,0,0,1,Unspecified,,,,,292185,PASSENGER VEHICLE,,,,
12/03/2013,6:02,,,,,,MEEKER AVENUE,GRAHAM AVENUE,,4,1,0,0,0,0,4,1,Physical Disability,Unspecified,Unspecified,Unspecified,Unspecified,200582,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE
12/03/2013,8:45,,,,,,,,ROOSEVELT ISLAND BRIDGE & MAIN ST,0,1,0,0,0,0,0,1,Fell Asleep,,,,,278278,PASSENGER VEHICLE,,,,
11/30/2013,1:25,QUEENS,11414,40.6598458,-73.835205,"(40.6598458, -73.835205)",98 STREET,159 AVENUE,,2,1,0,0,0,0,2,1,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,232273,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
11/30/2013,19:56,BROOKLYN,11235,40.5888878,-73.9656409,"(40.5888878, -73.9656409)",OCEAN PARKWAY,AVENUE Y,,8,1,0,0,0,0,8,1,Unspecified,Unspecified,,,,115843,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
11/30/2013,14:31,MANHATTAN,10017,40.7547827,-73.9799352,"(40.7547827, -73.9799352)",EAST 44 STREET,5 AVENUE,,0,1,0,1,0,0,0,0,Passenger Distraction,,,,,31105,LARGE COM VEH(6 OR MORE TIRES),,,,
11/29/2013,5:40,,,,,,,,,0,1,0,1,0,0,0,0,Unspecified,,,,,2934576,PASSENGER VEHICLE,,,,
11/27/2013,17:13,MANHATTAN,10009,40.7297989,-73.9748013,"(40.7297989, -73.9748013)",AVENUE C,EAST 16 STREET,,2,1,0,1,0,0,2,0,Unspecified,,,,,25414,LARGE COM VEH(6 OR MORE TIRES),,,,
11/27/2013,17:27,,,,,,,,FRONT OF 1100 FOREST HILL RD,0,2,0,2,0,0,0,0,Unspecified,,,,,292125,PASSENGER VEHICLE,,,,
11/27/2013,16:52,,,,,,MAURICE AVENUE,BORDEN AVENUE,,0,1,0,0,0,1,0,0,Unspecified,Unspecified,,,,218315,LARGE COM VEH(6 OR MORE TIRES),BICYCLE,,,
11/26/2013,17:20,MANHATTAN,10128,40.7798112,-73.9503374,"(40.7798112, -73.9503374)",2 AVENUE,EAST 89 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,51063,SPORT UTILITY / STATION WAGON,,,,
11/26/2013,6:19,QUEENS,11434,40.6596509,-73.7738282,"(40.6596509, -73.7738282)",ROCKAWAY BOULEVARD,FARMERS BOULEVARD,,1,1,0,1,0,0,1,0,Unspecified,,,,,226425,SPORT UTILITY / STATION WAGON,,,,
11/26/2013,18:00,,,,,,DRUMGOOLE ROAD EAST,WOLCOTT AVENUE,,0,1,0,1,0,0,0,0,Unspecified,,,,,292118,PASSENGER VEHICLE,,,,
11/25/2013,10:17,BROOKLYN,11208,40.6728582,-73.871302,"(40.6728582, -73.871302)",SUTTER AVENUE,EUCLID AVENUE,,0,1,0,1,0,0,0,0,Failure to Yield Right-of-Way,,,,,169441,OTHER,,,,
11/24/2013,10:00,MANHATTAN,10027,40.8131597,-73.9503486,"(40.8131597, -73.9503486)",SAINT NICHOLAS AVENUE,WEST 129 STREET,,0,1,0,1,0,0,0,0,Alcohol Involvement,,,,,63351,PASSENGER VEHICLE,,,,
11/24/2013,6:36,,,40.8122228,-73.8992439,"(40.8122228, -73.8992439)",,,,3,1,1,1,0,0,2,0,Unspecified,Unspecified,,,,2881392,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
11/22/2013,15:55,BRONX,10468,40.8603346,-73.8982914,"(40.8603346, -73.8982914)",EAST 187 STREET,GRAND CONCOURSE,,0,1,0,1,0,0,0,0,Unspecified,,,,,94331,SPORT UTILITY / STATION WAGON,,,,
11/22/2013,22:29,BROOKLYN,11210,40.6287307,-73.9433311,"(40.6287307, -73.9433311)",FLATBUSH AVENUE,EAST 34 STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,129006,PASSENGER VEHICLE,,,,
11/22/2013,15:00,MANHATTAN,10013,40.7203761,-74.0032612,"(40.7203761, -74.0032612)",CANAL STREET,GREENE STREET,,0,1,0,1,0,0,0,0,Unspecified,,,,,4421,PASSENGER VEHICLE,,,,
11/18/2013,3:53,,,,,,MEEKER AVENUE,FROST STREET,,0,1,0,0,0,1,0,0,Passenger Distraction,Unspecified,,,,200547,BICYCLE,UNKNOWN,,,
11/15/2013,22:14,,,40.7148726,-73.7290966,"(40.7148726, -73.7290966)",,,,0,1,0,0,0,0,0,1,Driver Inattention/Distraction,,,,,3017958,PASSENGER VEHICLE,,,,
11/15/2013,20:14,BRONX,10466,40.8929052,-73.843655,"(40.8929052, -73.843655)",BAYCHESTER AVENUE,EDENWALD AVENUE,,0,1,0,1,0,0,0,0,Unspecified,Unspecified,,,,98923,VAN,SPORT UTILITY / STATION WAGON,,,
11/14/2013,23:28,,,,,,,,,0,1,0,1,0,0,0,0,Unspecified,,,,,2927706,UNKNOWN,,,,
11/13/2013,20:25,,,,,,188 STREET,HORACE HARDING EXPRESSWAY,,0,1,0,1,0,0,0,0,Unspecified,,,,,237461,PASSENGER VEHICLE,,,,
11/12/2013,6:16,QUEENS,11356,40.7856002,-73.839357,"(40.7856002, -73.839357)",14 AVENUE,129 STREET,,0,1,0,1,0,0,0,0,Unspecified,Unspecified,,,,253037,PASSENGER VEHICLE,VAN,,,
11/11/2013,12:50,MANHATTAN,10029,40.79037,-73.9497662,"(40.79037, -73.9497662)",PARK AVENUE,EAST 102 STREET,,3,1,0,1,0,0,3,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,Unspecified,Unspecified,,57151,VAN,PASSENGER VEHICLE,MOTORCYCLE,VAN,
11/11/2013,7:26,QUEENS,11373,40.7369781,-73.8784023,"(40.7369781, -73.8784023)",QUEENS BOULEVARD,REEDER STREET,,1,2,0,2,0,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,,,258480,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
11/10/2013,0:15,BRONX,10463,40.8865285,-73.8997812,"(40.8865285, -73.8997812)",BROADWAY,WEST 240 STREET,,0,1,0,0,0,0,0,1,Traffic Control Disregarded,,,,,108985,SPORT UTILITY / STATION WAGON,,,,
